Time[s] MLII[mV] MLII_Filtered[mV] V5[mV] V5_Filterred[mV]
49.075 -0.455 -0.404318 -0.25 -0.32926
49.078 -0.44 -0.453748 -0.25 -0.309769
49.081 -0.395 -0.472677 -0.25 -0.280255
49.083 -0.37 -0.465752 -0.25 -0.253264
49.086 -0.36 -0.441796 -0.235 -0.239776
49.089 -0.35 -0.411527 -0.245 -0.238125
49.092 -0.355 -0.3833 -0.25 -0.241175
49.094 -0.355 -0.363081 -0.25 -0.244408
49.097 -0.36 -0.351509 -0.245 -0.24449
49.1 -0.355 -0.347607 -0.24 -0.242385
49.103 -0.355 -0.347434 -0.245 -0.242084
49.106 -0.35 -0.349946 -0.235 -0.242251
49.108 -0.35 -0.354284 -0.245 -0.243305
49.111 -0.365 -0.358014 -0.255 -0.243696
49.114 -0.365 -0.360328 -0.24 -0.243101
49.117 -0.36 -0.361072 -0.225 -0.241536
49.119 -0.355 -0.361345 -0.245 -0.24127
49.122 -0.355 -0.363875 -0.235 -0.242162
49.125 -0.37 -0.366375 -0.245 -0.24212
49.128 -0.375 -0.368826 -0.26 -0.241659
49.131 -0.38 -0.37078 -0.245 -0.240657
49.133 -0.37 -0.371504 -0.24 -0.239598
49.136 -0.37 -0.370858 -0.225 -0.238343
49.139 -0.36 -0.370502 -0.23 -0.237762
49.142 -0.365 -0.371116 -0.245 -0.237831
49.144 -0.385 -0.371429 -0.245 -0.236751
49.147 -0.39 -0.371004 -0.235 -0.233233
49.15 -0.365 -0.369111 -0.22 -0.230963
49.153 -0.36 -0.366883 -0.23 -0.229505
49.156 -0.36 -0.366183 -0.23 -0.229124
49.158 -0.355 -0.366314 -0.23 -0.230106
49.161 -0.365 -0.366347 -0.235 -0.22915
49.164 -0.375 -0.365353 -0.225 -0.227519
49.167 -0.365 -0.364096 -0.22 -0.224235
49.169 -0.36 -0.361303 -0.22 -0.222156
49.172 -0.36 -0.360389 -0.22 -0.22243
49.175 -0.36 -0.361651 -0.235 -0.223926
49.178 -0.37 -0.363074 -0.24 -0.223802
49.181 -0.37 -0.363684 -0.22 -0.222493
49.183 -0.36 -0.361896 -0.21 -0.221984
49.186 -0.35 -0.360351 -0.205 -0.223361
49.189 -0.355 -0.359807 -0.22 -0.225498
49.192 -0.36 -0.360881 -0.23 -0.228365
49.194 -0.365 -0.362596 -0.245 -0.231043
49.197 -0.38 -0.363555 -0.24 -0.232037
49.2 -0.36 -0.362782 -0.23 -0.233037
49.203 -0.35 -0.362591 -0.22 -0.234923
49.206 -0.36 -0.363895 -0.24 -0.237769
49.208 -0.35 -0.365391 -0.25 -0.241852
49.211 -0.38 -0.366321 -0.26 -0.244604
49.214 -0.385 -0.36602 -0.245 -0.244747
49.217 -0.37 -0.364054 -0.24 -0.244429
49.219 -0.355 -0.362844 -0.24 -0.245337
49.222 -0.355 -0.362499 -0.235 -0.247197
49.225 -0.355 -0.362462 -0.255 -0.24968
49.228 -0.375 -0.362458 -0.26 -0.25202
49.231 -0.37 -0.360041 -0.25 -0.253078
49.233 -0.345 -0.356236 -0.255 -0.252252
49.236 -0.345 -0.353637 -0.25 -0.254116
49.239 -0.35 -0.351729 -0.25 -0.258315
49.242 -0.355 -0.351293 -0.275 -0.264111
49.244 -0.365 -0.351125 -0.275 -0.268606
49.247 -0.355 -0.349769 -0.27 -0.272177
49.25 -0.34 -0.347803 -0.265 -0.275744
49.253 -0.33 -0.346466 -0.275 -0.280111
49.256 -0.34 -0.345709 -0.28 -0.287095
49.258 -0.355 -0.347568 -0.295 -0.29457
49.261 -0.365 -0.350333 -0.32 -0.301806
49.264 -0.36 -0.351891 -0.315 -0.308509
49.267 -0.335 -0.352037 -0.305 -0.313702
49.269 -0.34 -0.352648 -0.305 -0.318921
49.272 -0.35 -0.354809 -0.32 -0.32617
49.275 -0.365 -0.35875 -0.34 -0.332904
49.278 -0.37 -0.361844 -0.355 -0.337869
49.281 -0.37 -0.362877 -0.35 -0.34066
49.283 -0.37 -0.362728 -0.34 -0.343176
49.286 -0.365 -0.36313 -0.345 -0.345136
49.289 -0.36 -0.364451 -0.34 -0.348001
49.292 -0.355 -0.367649 -0.35 -0.353578
49.294 -0.375 -0.370485 -0.365 -0.358362
49.297 -0.38 -0.371072 -0.36 -0.36031
49.3 -0.37 -0.370691 -0.35 -0.361123
49.303 -0.36 -0.371665 -0.35 -0.36222
49.306 -0.365 -0.374578 -0.36 -0.365087
49.308 -0.38 -0.378758 -0.375 -0.368697
49.311 -0.385 -0.382712 -0.38 -0.371205
49.314 -0.385 -0.385044 -0.385 -0.372439
49.317 -0.39 -0.386239 -0.38 -0.372417
49.319 -0.38 -0.386141 -0.36 -0.371471
49.322 -0.385 -0.385696 -0.355 -0.369544
49.325 -0.39 -0.386072 -0.37 -0.366898
49.328 -0.405 -0.385691 -0.37 -0.361963
49.331 -0.395 -0.383676 -0.365 -0.35345
49.333 -0.38 -0.378418 -0.345 -0.343378
49.336 -0.36 -0.371121 -0.335 -0.333611
49.339 -0.35 -0.36543 -0.33 -0.324367
49.342 -0.36 -0.359923 -0.315 -0.314398
49.344 -0.36 -0.353122 -0.31 -0.304662
49.347 -0.36 -0.347167 -0.285 -0.293955
49.35 -0.34 -0.339694 -0.27 -0.282148
49.353 -0.325 -0.333107 -0.26 -0.270051
49.356 -0.32 -0.329049 -0.255 -0.261538
49.358 -0.31 -0.325686 -0.265 -0.254598
49.361 -0.32 -0.322837 -0.26 -0.247594
49.364 -0.335 -0.319057 -0.24 -0.240845
49.367 -0.315 -0.314279 -0.225 -0.234153
49.369 -0.305 -0.310206 -0.225 -0.229323
49.372 -0.315 -0.307157 -0.22 -0.225887
49.375 -0.305 -0.304541 -0.23 -0.224356
49.378 -0.315 -0.303035 -0.23 -0.222875
49.381 -0.31 -0.300786 -0.235 -0.220987
49.383 -0.28 -0.297877 -0.21 -0.217846
49.386 -0.29 -0.294389 -0.2 -0.21726
49.389 -0.285 -0.291907 -0.215 -0.217993
49.392 -0.295 -0.291133 -0.215 -0.219335
49.394 -0.3 -0.292613 -0.23 -0.220311
49.397 -0.285 -0.292146 -0.23 -0.220438
49.4 -0.285 -0.290806 -0.225 -0.220695
49.403 -0.29 -0.291236 -0.22 -0.221311
49.406 -0.29 -0.291572 -0.215 -0.224086
49.408 -0.295 -0.293853 -0.22 -0.226147
49.411 -0.3 -0.295686 -0.245 -0.228584
49.414 -0.315 -0.295023 -0.22 -0.228771
49.417 -0.3 -0.294966 -0.225 -0.227726
49.419 -0.29 -0.294595 -0.23 -0.227667
49.422 -0.28 -0.295987 -0.23 -0.227658
49.425 -0.295 -0.297525 -0.235 -0.229511
49.428 -0.305 -0.298692 -0.24 -0.230912
49.431 -0.3 -0.299219 -0.235 -0.232262
49.433 -0.3 -0.300047 -0.215 -0.233045
49.436 -0.29 -0.30094 -0.225 -0.233722
49.439 -0.3 -0.302931 -0.23 -0.234474
49.442 -0.31 -0.305905 -0.24 -0.237195
49.444 -0.315 -0.311244 -0.245 -0.237954
49.447 -0.32 -0.314858 -0.245 -0.238112
49.45 -0.31 -0.316961 -0.245 -0.239065
49.453 -0.32 -0.317424 -0.235 -0.240418
49.456 -0.315 -0.318584 -0.245 -0.243627
49.458 -0.325 -0.321353 -0.245 -0.247584
49.461 -0.33 -0.324 -0.25 -0.250114
49.464 -0.335 -0.325974 -0.245 -0.249724
49.467 -0.33 -0.326152 -0.245 -0.249359
49.469 -0.325 -0.327277 -0.245 -0.249513
49.472 -0.31 -0.328954 -0.25 -0.250538
49.475 -0.32 -0.330838 -0.265 -0.252385
49.478 -0.33 -0.332618 -0.265 -0.253593
49.481 -0.34 -0.332537 -0.265 -0.254317
49.483 -0.345 -0.332875 -0.245 -0.253235
49.486 -0.335 -0.332574 -0.235 -0.253326
49.489 -0.33 -0.332471 -0.245 -0.254354
49.492 -0.335 -0.333419 -0.26 -0.254562
49.494 -0.345 -0.334408 -0.265 -0.254523
49.497 -0.335 -0.334599 -0.26 -0.254171
49.5 -0.33 -0.334395 -0.255 -0.253318
49.503 -0.325 -0.332532 -0.245 -0.254041
49.506 -0.325 -0.331769 -0.25 -0.256849
49.508 -0.335 -0.332442 -0.255 -0.25932
49.511 -0.335 -0.334503 -0.27 -0.2611
49.514 -0.335 -0.336679 -0.265 -0.261721
49.517 -0.34 -0.337416 -0.25 -0.261038
49.519 -0.33 -0.33811 -0.265 -0.261391
49.522 -0.335 -0.33997 -0.265 -0.263725
49.525 -0.345 -0.343243 -0.27 -0.265897
49.528 -0.35 -0.345317 -0.28 -0.266125
49.531 -0.36 -0.346177 -0.265 -0.265185
49.533 -0.355 -0.346208 -0.25 -0.264006
49.536 -0.345 -0.346043 -0.255 -0.262491
49.539 -0.335 -0.346486 -0.27 -0.262437
49.542 -0.34 -0.347471 -0.27 -0.263516
49.544 -0.355 -0.348065 -0.275 -0.264997
49.547 -0.355 -0.348405 -0.265 -0.263802
49.55 -0.345 -0.347448 -0.245 -0.26383
49.553 -0.335 -0.346576 -0.245 -0.264192
49.556 -0.34 -0.346903 -0.265 -0.266411
49.558 -0.35 -0.34714 -0.28 -0.269055
49.561 -0.355 -0.349199 -0.275 -0.270994
49.564 -0.355 -0.350799 -0.285 -0.270158
49.567 -0.355 -0.350265 -0.27 -0.269825
49.569 -0.345 -0.349024 -0.27 -0.270551
49.572 -0.345 -0.348302 -0.26 -0.272599
49.575 -0.35 -0.348687 -0.28 -0.274385
49.578 -0.355 -0.349918 -0.28 -0.27467
49.581 -0.355 -0.3494 -0.28 -0.273092
49.583 -0.345 -0.346992 -0.26 -0.269572
49.586 -0.35 -0.345938 -0.265 -0.268408
49.589 -0.335 -0.346435 -0.26 -0.269568
49.592 -0.335 -0.348016 -0.28 -0.270041
49.594 -0.355 -0.348692 -0.275 -0.271072
49.597 -0.355 -0.350361 -0.275 -0.270569
49.6 -0.35 -0.350955 -0.255 -0.268735
49.603 -0.35 -0.352009 -0.26 -0.26616
49.606 -0.34 -0.353632 -0.27 -0.266138
49.608 -0.355 -0.35626 -0.27 -0.267221
49.611 -0.375 -0.359058 -0.29 -0.267999
49.614 -0.365 -0.359516 -0.275 -0.267306
49.617 -0.355 -0.358248 -0.255 -0.266538
49.619 -0.345 -0.35467 -0.255 -0.267182
49.622 -0.36 -0.350557 -0.255 -0.269609
49.625 -0.35 -0.347068 -0.26 -0.27143
49.628 -0.355 -0.343264 -0.28 -0.273548
49.631 -0.345 -0.337636 -0.285 -0.273635
49.633 -0.335 -0.330742 -0.275 -0.272019
49.636 -0.315 -0.321956 -0.265 -0.270412
49.639 -0.295 -0.314835 -0.275 -0.270696
49.642 -0.295 -0.309022 -0.28 -0.271386
49.644 -0.305 -0.301791 -0.29 -0.270936
49.647 -0.305 -0.292836 -0.265 -0.266697
49.65 -0.29 -0.283509 -0.255 -0.261777
49.653 -0.28 -0.275755 -0.255 -0.256628
49.656 -0.265 -0.268627 -0.245 -0.251981
49.658 -0.265 -0.263166 -0.24 -0.249222
49.661 -0.265 -0.258673 -0.255 -0.248186
49.664 -0.265 -0.255237 -0.26 -0.247076
49.667 -0.24 -0.252277 -0.225 -0.244268
49.669 -0.23 -0.249532 -0.23 -0.242798
49.672 -0.235 -0.248048 -0.225 -0.242396
49.675 -0.25 -0.247551 -0.25 -0.242172
49.678 -0.25 -0.249214 -0.255 -0.240319
49.681 -0.255 -0.251904 -0.255 -0.237493
49.683 -0.255 -0.255314 -0.25 -0.235343
49.686 -0.26 -0.257285 -0.245 -0.23314
49.689 -0.265 -0.258736 -0.23 -0.23279
49.692 -0.27 -0.26015 -0.22 -0.232849
49.694 -0.27 -0.262519 -0.23 -0.234019
49.697 -0.265 -0.262542 -0.22 -0.232493
49.7 -0.26 -0.26159 -0.21 -0.230765
49.703 -0.275 -0.260443 -0.225 -0.229993
49.706 -0.27 -0.262998 -0.235 -0.232345
49.708 -0.26 -0.266595 -0.25 -0.236326
49.711 -0.25 -0.271358 -0.255 -0.241572
49.714 -0.26 -0.277656 -0.26 -0.246994
49.717 -0.275 -0.285391 -0.235 -0.25319
49.719 -0.29 -0.296017 -0.25 -0.25922
49.722 -0.295 -0.30796 -0.255 -0.264948
49.725 -0.32 -0.320845 -0.27 -0.270752
49.728 -0.34 -0.333969 -0.29 -0.274745
49.731 -0.37 -0.345355 -0.285 -0.27628
49.733 -0.36 -0.356867 -0.28 -0.27763
49.736 -0.37 -0.367586 -0.28 -0.278802
49.739 -0.385 -0.376358 -0.28 -0.281108
49.742 -0.39 -0.382014 -0.29 -0.283843
49.744 -0.4 -0.385325 -0.29 -0.286332
49.747 -0.385 -0.386308 -0.285 -0.285819
49.75 -0.385 -0.386157 -0.275 -0.286566
49.753 -0.38 -0.384858 -0.275 -0.285863
49.756 -0.37 -0.384446 -0.28 -0.286533
49.758 -0.38 -0.384338 -0.29 -0.289117
49.761 -0.385 -0.385122 -0.295 -0.29144
49.764 -0.38 -0.383941 -0.3 -0.292615
49.767 -0.375 -0.381538 -0.295 -0.292798
49.769 -0.375 -0.380152 -0.29 -0.293122
49.772 -0.38 -0.380636 -0.295 -0.294005
49.775 -0.395 -0.382275 -0.305 -0.294608
49.778 -0.4 -0.383207 -0.29 -0.293797
49.781 -0.395 -0.383431 -0.305 -0.291817
49.783 -0.38 -0.382123 -0.295 -0.289564
49.786 -0.37 -0.380366 -0.285 -0.286375
49.789 -0.37 -0.379611 -0.28 -0.28558
49.792 -0.375 -0.380717 -0.285 -0.287072
49.794 -0.395 -0.381607 -0.295 -0.293802
49.797 -0.4 -0.381206 -0.29 -0.30485
49.8 -0.385 -0.383329 -0.29 -0.318915
49.803 -0.385 -0.392618 -0.295 -0.334614
49.806 -0.385 -0.412362 -0.315 -0.349044
49.808 -0.4 -0.439722 -0.33 -0.358691
49.811 -0.43 -0.47042 -0.345 -0.364483
49.814 -0.445 -0.500508 -0.385 -0.363434
49.817 -0.465 -0.526733 -0.395 -0.352802
49.819 -0.475 -0.544163 -0.405 -0.328401
49.822 -0.51 -0.544323 -0.365 -0.281687
49.825 -0.575 -0.519153 -0.3 -0.211417
49.828 -0.605 -0.460299 -0.215 -0.127896
49.831 -0.565 -0.361854 -0.12 -0.0498284
49.833 -0.45 -0.232381 -0.04 0.0111932
49.836 -0.305 -0.0892661 0.045 0.0512619
49.839 -0.14 0.0448594 0.14 0.0759382
49.842 0.06 0.156527 0.245 0.0854266
49.844 0.3 0.239714 0.34 0.0786793
49.847 0.55 0.294073 0.38 0.0576561
49.85 0.74 0.321983 0.24 0.0210232
49.853 0.81 0.324054 -0.05 -0.0289882
49.856 0.715 0.293802 -0.33 -0.0872311
49.858 0.42 0.232599 -0.45 -0.150566
49.861 0.035 0.145454 -0.435 -0.214469
49.864 -0.3 0.0390896 -0.36 -0.274096
49.867 -0.465 -0.0792841 -0.34 -0.327805
49.869 -0.52 -0.201762 -0.32 -0.370641
49.872 -0.49 -0.320144 -0.32 -0.396298
49.875 -0.45 -0.420335 -0.335 -0.400055
49.878 -0.425 -0.491309 -0.345 -0.380464
49.881 -0.445 -0.526465 -0.33 -0.350989
49.883 -0.435 -0.525368 -0.335 -0.327563
49.886 -0.435 -0.498097 -0.325 -0.319209
49.889 -0.44 -0.464155 -0.315 -0.321365
49.892 -0.43 -0.437746 -0.34 -0.327028
49.894 -0.425 -0.425448 -0.335 -0.328875
49.897 -0.43 -0.422019 -0.325 -0.329457
49.9 -0.41 -0.423934 -0.32 -0.327627
49.903 -0.415 -0.426142 -0.315 -0.324845
49.906 -0.415 -0.426891 -0.325 -0.324732
49.908 -0.42 -0.426768 -0.325 -0.324915
49.911 -0.445 -0.427795 -0.335 -0.324047
49.914 -0.455 -0.42845 -0.335 -0.322365
49.917 -0.435 -0.428472 -0.33 -0.320508
49.919 -0.425 -0.429351 -0.31 -0.318676
49.922 -0.42 -0.430605 -0.31 -0.319044
49.925 -0.43 -0.432679 -0.31 -0.319673
49.928 -0.435 -0.434655 -0.32 -0.319572
49.931 -0.435 -0.435163 -0.33 -0.318338
49.933 -0.435 -0.434977 -0.305 -0.316422
49.936 -0.425 -0.434482 -0.31 -0.315984
49.939 -0.43 -0.433908 -0.31 -0.316433
49.942 -0.43 -0.435044 -0.33 -0.31796
49.944 -0.445 -0.437305 -0.33 -0.318132
49.947 -0.45 -0.438006 -0.32 -0.318383
49.95 -0.445 -0.436031 -0.315 -0.316138
49.953 -0.43 -0.433416 -0.31 -0.314531
49.956 -0.435 -0.43227 -0.31 -0.314181
49.958 -0.43 -0.432126 -0.32 -0.313923
49.961 -0.435 -0.431556 -0.325 -0.314304
49.964 -0.43 -0.430467 -0.315 -0.311891
49.967 -0.425 -0.427447 -0.3 -0.309122
49.969 -0.42 -0.425909 -0.29 -0.308493
49.972 -0.415 -0.425583 -0.31 -0.31076
49.975 -0.415 -0.427136 -0.31 -0.313485
49.978 -0.44 -0.429449 -0.33 -0.315239
49.981 -0.445 -0.431963 -0.325 -0.317278
49.983 -0.435 -0.434581 -0.305 -0.31839
49.986 -0.425 -0.437363 -0.31 -0.320232
49.989 -0.43 -0.440539 -0.315 -0.323035
49.992 -0.44 -0.444464 -0.335 -0.325682
49.994 -0.465 -0.448359 -0.355 -0.328155
49.997 -0.46 -0.450189 -0.335 -0.328617
50 -0.45 -0.450686 -0.32 -0.327793
50.003 -0.445 -0.448544 -0.32 -0.327061
50.006 -0.45 -0.446585 -0.33 -0.326804
50.008 -0.455 -0.445665 -0.325 -0.328542
50.011 -0.445 -0.444031 -0.335 -0.330221
50.014 -0.45 -0.441853 -0.325 -0.329148
50.017 -0.44 -0.438199 -0.32 -0.32824
50.019 -0.43 -0.43544 -0.33 -0.327937
50.022 -0.415 -0.432968 -0.325 -0.330162
50.025 -0.425 -0.433459 -0.335 -0.334353
50.028 -0.425 -0.434521 -0.335 -0.337743
50.031 -0.445 -0.434884 -0.35 -0.339052
50.033 -0.43 -0.43458 -0.345 -0.340028
50.036 -0.43 -0.434666 -0.34 -0.343921
50.039 -0.445 -0.436744 -0.34 -0.348715
50.042 -0.445 -0.439304 -0.36 -0.355052
50.044 -0.455 -0.44247 -0.365 -0.360158
50.047 -0.445 -0.444534 -0.365 -0.363016
50.05 -0.45 -0.445744 -0.355 -0.365945
50.053 -0.44 -0.444835 -0.36 -0.368995
50.056 -0.435 -0.444722 -0.365 -0.374155
50.058 -0.44 -0.44442 -0.39 -0.378849
50.061 -0.45 -0.445461 -0.41 -0.382821
50.064 -0.46 -0.446705 -0.395 -0.385394
50.067 -0.45 -0.44794 -0.385 -0.388029
50.069 -0.44 -0.449815 -0.375 -0.391639
50.072 -0.44 -0.452542 -0.38 -0.397064
50.075 -0.45 -0.456736 -0.405 -0.402645
50.078 -0.455 -0.459861 -0.42 -0.407731
50.081 -0.47 -0.463419 -0.42 -0.411471
50.083 -0.47 -0.465711 -0.4 -0.414858
50.086 -0.475 -0.467705 -0.4 -0.418869
50.089 -0.485 -0.470059 -0.425 -0.425525
50.092 -0.475 -0.47416 -0.45 -0.435343
50.094 -0.475 -0.480667 -0.455 -0.443097
50.097 -0.485 -0.484959 -0.445 -0.448346
50.1 -0.48 -0.488458 -0.44 -0.451608
50.103 -0.475 -0.490675 -0.445 -0.453684
50.106 -0.485 -0.493761 -0.455 -0.456512
50.108 -0.49 -0.496438 -0.465 -0.458432
50.111 -0.505 -0.498305 -0.475 -0.458707
50.114 -0.51 -0.499024 -0.47 -0.45467
50.117 -0.515 -0.498136 -0.455 -0.44771
50.119 -0.505 -0.495731 -0.425 -0.440495
50.122 -0.48 -0.492126 -0.425 -0.43354
50.125 -0.495 -0.487442 -0.43 -0.424585
50.128 -0.485 -0.482203 -0.42 -0.413512
50.131 -0.485 -0.474005 -0.405 -0.400036
50.133 -0.46 -0.462507 -0.38 -0.385096
50.136 -0.44 -0.450139 -0.37 -0.371097
50.139 -0.435 -0.438006 -0.355 -0.358437
50.142 -0.42 -0.427108 -0.35 -0.346482
50.144 -0.415 -0.416804 -0.34 -0.335623
50.147 -0.42 -0.407231 -0.32 -0.323885
50.15 -0.4 -0.396818 -0.3 -0.311762
50.153 -0.38 -0.384487 -0.3 -0.301947
50.156 -0.36 -0.375047 -0.29 -0.294758
50.158 -0.36 -0.367357 -0.29 -0.289925
50.161 -0.37 -0.361563 -0.295 -0.285279
50.164 -0.37 -0.355899 -0.28 -0.280206
50.167 -0.355 -0.34925 -0.265 -0.275886
50.169 -0.34 -0.344644 -0.27 -0.272985
50.172 -0.33 -0.340834 -0.265 -0.272522
50.175 -0.325 -0.338995 -0.285 -0.2728
50.178 -0.335 -0.33948 -0.285 -0.272538
50.181 -0.35 -0.339753 -0.275 -0.271106
50.183 -0.345 -0.339215 -0.27 -0.27031
50.186 -0.335 -0.337901 -0.255 -0.269469
50.189 -0.335 -0.337955 -0.265 -0.27043
50.192 -0.335 -0.340265 -0.275 -0.272061
50.194 -0.355 -0.342769 -0.285 -0.273509
50.197 -0.35 -0.3444 -0.28 -0.273266
50.2 -0.35 -0.344585 -0.265 -0.273177
50.203 -0.34 -0.344129 -0.265 -0.273738
50.206 -0.335 -0.343354 -0.27 -0.276205
50.208 -0.34 -0.343205 -0.28 -0.278343
50.211 -0.35 -0.34345 -0.285 -0.27975
50.214 -0.355 -0.343423 -0.29 -0.279992
50.217 -0.345 -0.342638 -0.275 -0.277746
50.219 -0.33 -0.341187 -0.28 -0.27669
50.222 -0.335 -0.34057 -0.275 -0.277457
50.225 -0.34 -0.342587 -0.285 -0.279858
50.228 -0.35 -0.345029 -0.29 -0.280757
50.231 -0.35 -0.34687 -0.275 -0.280154
50.233 -0.345 -0.348495 -0.265 -0.278714
50.236 -0.34 -0.349354 -0.27 -0.277412
50.239 -0.35 -0.350935 -0.27 -0.278065
50.242 -0.355 -0.354567 -0.28 -0.278913
50.244 -0.36 -0.358181 -0.3 -0.280564
50.247 -0.375 -0.361152 -0.295 -0.280546
50.25 -0.37 -0.362465 -0.28 -0.281124
50.253 -0.36 -0.364114 -0.265 -0.282202
50.256 -0.355 -0.366092 -0.28 -0.285248
50.258 -0.37 -0.369975 -0.285 -0.288508
50.261 -0.37 -0.373336 -0.295 -0.291061
50.264 -0.38 -0.375377 -0.3 -0.291785
50.267 -0.38 -0.375163 -0.285 -0.292478
50.269 -0.365 -0.376339 -0.29 -0.292203
50.272 -0.375 -0.377623 -0.29 -0.293194
50.275 -0.38 -0.379791 -0.305 -0.296286
50.278 -0.39 -0.381847 -0.31 -0.298204
50.281 -0.39 -0.382443 -0.305 -0.299193
50.283 -0.39 -0.381301 -0.29 -0.298377
50.286 -0.37 -0.379085 -0.295 -0.298532
50.289 -0.37 -0.37806 -0.29 -0.299577
50.292 -0.375 -0.377184 -0.3 -0.301043
50.294 -0.395 -0.376612 -0.3 -0.301845
50.297 -0.38 -0.376236 -0.31 -0.300711
50.3 -0.375 -0.373864 -0.3 -0.299487
50.303 -0.355 -0.372772 -0.29 -0.298838
50.306 -0.36 -0.372631 -0.305 -0.300021
50.308 -0.37 -0.374156 -0.305 -0.301082
50.311 -0.38 -0.375655 -0.31 -0.302365
50.314 -0.385 -0.377612 -0.305 -0.301138
50.317 -0.38 -0.377975 -0.29 -0.299467
50.319 -0.375 -0.377705 -0.285 -0.297772
50.322 -0.38 -0.378354 -0.295 -0.296751
50.325 -0.38 -0.380667 -0.305 -0.296682
50.328 -0.395 -0.384021 -0.31 -0.297444
50.331 -0.39 -0.386021 -0.3 -0.297221
50.333 -0.385 -0.386309 -0.285 -0.294899
50.336 -0.375 -0.385657 -0.29 -0.293725
50.339 -0.38 -0.385632 -0.28 -0.293454
50.342 -0.38 -0.386236 -0.295 -0.293419
50.344 -0.385 -0.385683 -0.305 -0.293408
50.347 -0.395 -0.384071 -0.3 -0.292115
50.35 -0.39 -0.382115 -0.3 -0.290363
50.353 -0.395 -0.380232 -0.285 -0.28958
50.356 -0.37 -0.378562 -0.28 -0.290234
50.358 -0.38 -0.379263 -0.28 -0.291955
50.361 -0.375 -0.379758 -0.295 -0.292231
50.364 -0.38 -0.379925 -0.295 -0.290677
50.367 -0.37 -0.378614 -0.285 -0.289747
50.369 -0.36 -0.377146 -0.29 -0.287265
50.372 -0.375 -0.375816 -0.29 -0.286558
50.375 -0.385 -0.376577 -0.295 -0.286818
50.378 -0.385 -0.378545 -0.295 -0.2871
50.381 -0.39 -0.380323 -0.29 -0.286896
50.383 -0.39 -0.381853 -0.28 -0.286205
50.386 -0.375 -0.382249 -0.27 -0.285923
50.389 -0.375 -0.384428 -0.28 -0.285677
50.392 -0.375 -0.387301 -0.29 -0.286909
50.394 -0.385 -0.389024 -0.285 -0.287945
50.397 -0.395 -0.389679 -0.295 -0.28711
50.4 -0.4 -0.386741 -0.285 -0.286191
50.403 -0.38 -0.383416 -0.285 -0.286618
50.406 -0.375 -0.380337 -0.285 -0.288343
50.408 -0.375 -0.375851 -0.3 -0.290373
50.411 -0.39 -0.371232 -0.3 -0.291749
50.414 -0.385 -0.365887 -0.29 -0.291512
50.417 -0.365 -0.358339 -0.285 -0.288841
50.419 -0.335 -0.349704 -0.275 -0.286396
50.422 -0.335 -0.340539 -0.275 -0.285252
50.425 -0.315 -0.332149 -0.29 -0.282478
50.428 -0.325 -0.323776 -0.3 -0.280397
50.431 -0.32 -0.316013 -0.285 -0.276563
50.433 -0.305 -0.306906 -0.27 -0.271852
50.436 -0.305 -0.299696 -0.26 -0.268524
50.439 -0.295 -0.294269 -0.255 -0.265454
50.442 -0.29 -0.292612 -0.255 -0.262082
50.444 -0.29 -0.292424 -0.265 -0.258063
50.447 -0.29 -0.292228 -0.26 -0.252197
50.45 -0.285 -0.290293 -0.24 -0.246125
50.453 -0.275 -0.289467 -0.245 -0.240397
50.456 -0.285 -0.288759 -0.235 -0.235817
50.458 -0.295 -0.289771 -0.24 -0.233112
50.461 -0.315 -0.292955 -0.245 -0.229776
50.464 -0.305 -0.294833 -0.215 -0.226236
50.467 -0.3 -0.296481 -0.215 -0.223395
50.469 -0.285 -0.296098 -0.215 -0.220835
50.472 -0.285 -0.294866 -0.21 -0.220561
50.475 -0.29 -0.294161 -0.23 -0.222432
50.478 -0.305 -0.294707 -0.225 -0.224511
50.481 -0.31 -0.294196 -0.22 -0.225928
50.483 -0.305 -0.294416 -0.225 -0.227816
50.486 -0.305 -0.296224 -0.225 -0.230265
50.489 -0.28 -0.299823 -0.24 -0.235008
50.492 -0.285 -0.306337 -0.25 -0.240816
50.494 -0.29 -0.31423 -0.25 -0.244668
50.497 -0.315 -0.322618 -0.26 -0.247553
50.5 -0.335 -0.330585 -0.245 -0.24993
50.503 -0.345 -0.338066 -0.24 -0.252177
50.506 -0.345 -0.344921 -0.25 -0.255314
50.508 -0.375 -0.354443 -0.255 -0.257672
50.511 -0.375 -0.364562 -0.27 -0.258687
50.514 -0.38 -0.374238 -0.27 -0.258835
50.517 -0.385 -0.382865 -0.255 -0.258573
50.519 -0.39 -0.38845 -0.255 -0.259372
50.522 -0.385 -0.392836 -0.255 -0.261306
50.525 -0.39 -0.395752 -0.265 -0.26288
50.528 -0.39 -0.399868 -0.27 -0.264684
50.531 -0.4 -0.402669 -0.26 -0.264683
50.533 -0.42 -0.404753 -0.26 -0.263787
50.536 -0.405 -0.405487 -0.26 -0.264058
50.539 -0.405 -0.408326 -0.265 -0.263862
50.542 -0.405 -0.41112 -0.275 -0.266211
50.544 -0.415 -0.413318 -0.275 -0.267656
50.547 -0.42 -0.414732 -0.27 -0.265945
50.55 -0.42 -0.415064 -0.26 -0.262813
50.553 -0.42 -0.413424 -0.26 -0.261419
50.556 -0.4 -0.41091 -0.265 -0.263191
50.558 -0.415 -0.407978 -0.275 -0.26628
50.561 -0.42 -0.407005 -0.28 -0.269954
50.564 -0.425 -0.408785 -0.27 -0.277064
