Time MLII[mV] V5[mV]
22.392 -0.245 -0.125
22.394 -0.240 -0.120
22.397 -0.265 -0.125
22.400 -0.290 -0.140
22.403 -0.300 -0.160
22.406 -0.310 -0.145
22.408 -0.300 -0.135
22.411 -0.305 -0.130
22.414 -0.350 -0.120
22.417 -0.370 -0.150
22.419 -0.385 -0.160
22.422 -0.385 -0.155
22.425 -0.385 -0.125
22.428 -0.385 -0.110
22.431 -0.400 -0.105
22.433 -0.410 -0.120
22.436 -0.405 -0.115
22.439 -0.405 -0.125
22.442 -0.405 -0.100
22.444 -0.395 -0.090
22.447 -0.410 -0.090
22.450 -0.425 -0.100
22.453 -0.425 -0.115
22.456 -0.445 -0.110
22.458 -0.430 -0.100
22.461 -0.420 -0.095
22.464 -0.450 -0.090
22.467 -0.445 -0.100
22.469 -0.440 -0.125
22.472 -0.440 -0.115
22.475 -0.430 -0.110
22.478 -0.425 -0.115
22.481 -0.435 -0.115
22.483 -0.450 -0.115
22.486 -0.470 -0.130
22.489 -0.500 -0.135
22.492 -0.505 -0.115
22.494 -0.485 -0.110
22.497 -0.425 -0.105
22.500 -0.285 -0.120
22.503 -0.080 -0.140
22.506 0.160 -0.135
22.508 0.480 -0.145
22.511 0.780 -0.175
22.514 0.900 -0.210
22.517 0.775 -0.285
22.519 0.460 -0.325
22.522 0.190 -0.305
22.525 -0.045 -0.240
22.528 -0.175 -0.190
22.531 -0.240 -0.145
22.533 -0.275 -0.145
22.536 -0.325 -0.140
22.539 -0.320 -0.135
22.542 -0.315 -0.135
22.544 -0.330 -0.125
22.547 -0.380 -0.120
22.550 -0.410 -0.120
22.553 -0.460 -0.125
22.556 -0.490 -0.115
22.558 -0.505 -0.090
22.561 -0.500 -0.095
22.564 -0.500 -0.095
22.567 -0.500 -0.100
22.569 -0.510 -0.115
22.572 -0.515 -0.105
22.575 -0.520 -0.090
22.578 -0.520 -0.080
22.581 -0.530 -0.095
22.583 -0.545 -0.120
22.586 -0.545 -0.130
22.589 -0.540 -0.115
22.592 -0.535 -0.100
22.594 -0.525 -0.110
22.597 -0.515 -0.115
22.600 -0.520 -0.125
22.603 -0.535 -0.135
22.606 -0.545 -0.140
22.608 -0.535 -0.120
22.611 -0.520 -0.110
22.614 -0.530 -0.120
22.617 -0.535 -0.130
22.619 -0.540 -0.135
22.622 -0.535 -0.135
22.625 -0.520 -0.130
22.628 -0.515 -0.130
22.631 -0.540 -0.130
22.633 -0.530 -0.140
22.636 -0.545 -0.165
22.639 -0.545 -0.165
22.642 -0.530 -0.155
22.644 -0.505 -0.145
22.647 -0.520 -0.150
22.650 -0.550 -0.165
22.653 -0.555 -0.180
22.656 -0.530 -0.175
22.658 -0.510 -0.155
22.661 -0.505 -0.135
22.664 -0.520 -0.130
22.667 -0.525 -0.150
22.669 -0.520 -0.150
22.672 -0.510 -0.140
22.675 -0.510 -0.105
22.678 -0.515 -0.100
22.681 -0.510 -0.110
22.683 -0.520 -0.120
22.686 -0.520 -0.130
22.689 -0.515 -0.120
22.692 -0.505 -0.090
22.694 -0.490 -0.105
22.697 -0.485 -0.110
22.700 -0.495 -0.130
22.703 -0.500 -0.125
22.706 -0.505 -0.120
22.708 -0.490 -0.110
22.711 -0.480 -0.110
22.714 -0.485 -0.125
22.717 -0.495 -0.145
22.719 -0.480 -0.145
22.722 -0.480 -0.135
22.725 -0.470 -0.115
22.728 -0.455 -0.115
22.731 -0.440 -0.120
22.733 -0.450 -0.125
22.736 -0.455 -0.150
22.739 -0.455 -0.145
22.742 -0.435 -0.130
22.744 -0.405 -0.115
22.747 -0.410 -0.135
22.750 -0.410 -0.155
22.753 -0.405 -0.175
22.756 -0.395 -0.175
22.758 -0.385 -0.145
22.761 -0.365 -0.150
22.764 -0.370 -0.160
22.767 -0.365 -0.175
22.769 -0.360 -0.175
22.772 -0.355 -0.155
22.775 -0.335 -0.145
22.778 -0.315 -0.135
22.781 -0.315 -0.150
22.783 -0.320 -0.160
22.786 -0.320 -0.175
22.789 -0.320 -0.160
22.792 -0.285 -0.145
22.794 -0.265 -0.130
22.797 -0.265 -0.120
22.800 -0.275 -0.145
22.803 -0.270 -0.145
22.806 -0.260 -0.135
22.808 -0.250 -0.120
22.811 -0.235 -0.120
22.814 -0.255 -0.130
22.817 -0.255 -0.145
22.819 -0.260 -0.155
22.822 -0.265 -0.130
22.825 -0.270 -0.125
22.828 -0.255 -0.135
22.831 -0.280 -0.140
22.833 -0.265 -0.160
22.836 -0.275 -0.165
22.839 -0.300 -0.155
22.842 -0.310 -0.130
22.844 -0.310 -0.120
22.847 -0.310 -0.145
22.850 -0.315 -0.140
22.853 -0.335 -0.155
22.856 -0.350 -0.145
22.858 -0.360 -0.120
22.861 -0.350 -0.125
22.864 -0.365 -0.135
22.867 -0.370 -0.160
22.869 -0.380 -0.155
22.872 -0.390 -0.150
22.875 -0.395 -0.145
22.878 -0.400 -0.140
22.881 -0.410 -0.150
22.883 -0.420 -0.160
22.886 -0.420 -0.170
22.889 -0.420 -0.150
22.892 -0.420 -0.130
22.894 -0.410 -0.135
22.897 -0.405 -0.140
22.900 -0.405 -0.155
22.903 -0.415 -0.155
22.906 -0.425 -0.145
22.908 -0.400 -0.120
22.911 -0.385 -0.110
22.914 -0.400 -0.100
22.917 -0.415 -0.120
22.919 -0.415 -0.130
22.922 -0.410 -0.110
22.925 -0.400 -0.100
22.928 -0.400 -0.090
22.931 -0.415 -0.090
22.933 -0.410 -0.110
22.936 -0.415 -0.115
22.939 -0.410 -0.105
22.942 -0.415 -0.085
22.944 -0.400 -0.080
22.947 -0.415 -0.095
22.950 -0.420 -0.125
22.953 -0.420 -0.130
22.956 -0.415 -0.120
22.958 -0.405 -0.100
22.961 -0.390 -0.095
22.964 -0.385 -0.105
22.967 -0.400 -0.125
22.969 -0.405 -0.135
22.972 -0.415 -0.115
22.975 -0.405 -0.110
22.978 -0.410 -0.105
22.981 -0.415 -0.110
22.983 -0.425 -0.120
22.986 -0.410 -0.140
22.989 -0.400 -0.145
22.992 -0.380 -0.135
22.994 -0.365 -0.130
22.997 -0.385 -0.145
23.000 -0.390 -0.155
23.003 -0.410 -0.165
23.006 -0.410 -0.165
23.008 -0.395 -0.145
23.011 -0.390 -0.150
23.014 -0.400 -0.145
23.017 -0.405 -0.155
23.019 -0.395 -0.170
23.022 -0.395 -0.180
23.025 -0.390 -0.155
23.028 -0.390 -0.135
23.031 -0.405 -0.135
23.033 -0.410 -0.145
23.036 -0.400 -0.140
23.039 -0.400 -0.130
23.042 -0.395 -0.110
23.044 -0.405 -0.100
23.047 -0.425 -0.090
23.050 -0.430 -0.100
23.053 -0.410 -0.115
23.056 -0.410 -0.115
23.058 -0.410 -0.085
23.061 -0.405 -0.080
23.064 -0.415 -0.095
23.067 -0.415 -0.090
23.069 -0.420 -0.120
23.072 -0.430 -0.120
23.075 -0.430 -0.120
23.078 -0.405 -0.110
23.081 -0.400 -0.125
23.083 -0.400 -0.120
23.086 -0.415 -0.135
23.089 -0.410 -0.135
23.092 -0.395 -0.120
23.094 -0.395 -0.115
23.097 -0.395 -0.110
23.100 -0.410 -0.115
23.103 -0.405 -0.125
23.106 -0.415 -0.135
23.108 -0.410 -0.130
23.111 -0.410 -0.130
23.114 -0.410 -0.130
23.117 -0.430 -0.140
23.119 -0.410 -0.160
23.122 -0.410 -0.160
23.125 -0.400 -0.160
23.128 -0.400 -0.155
23.131 -0.400 -0.145
23.133 -0.410 -0.145
23.136 -0.410 -0.155
23.139 -0.415 -0.155
23.142 -0.410 -0.155
23.144 -0.400 -0.165
23.147 -0.400 -0.150
23.150 -0.410 -0.150
23.153 -0.420 -0.155
23.156 -0.435 -0.140
23.158 -0.415 -0.130
23.161 -0.405 -0.120
23.164 -0.390 -0.115
23.167 -0.390 -0.110
23.169 -0.415 -0.120
23.172 -0.425 -0.115
23.175 -0.410 -0.110
23.178 -0.385 -0.100
23.181 -0.390 -0.100
23.183 -0.395 -0.095
23.186 -0.390 -0.090
23.189 -0.395 -0.110
23.192 -0.375 -0.100
23.194 -0.370 -0.090
23.197 -0.375 -0.105
23.200 -0.365 -0.095
23.203 -0.355 -0.125
23.206 -0.360 -0.120
23.208 -0.345 -0.115
23.211 -0.315 -0.130
23.214 -0.295 -0.105
23.217 -0.295 -0.110
23.219 -0.255 -0.135
23.222 -0.240 -0.130
23.225 -0.225 -0.120
23.228 -0.230 -0.130
23.231 -0.245 -0.115
23.233 -0.255 -0.130
23.236 -0.265 -0.150
23.239 -0.275 -0.150
23.242 -0.280 -0.150
23.244 -0.285 -0.155
23.247 -0.300 -0.155
23.250 -0.315 -0.155
23.253 -0.330 -0.160
23.256 -0.330 -0.160
23.258 -0.315 -0.160
23.261 -0.310 -0.165
23.264 -0.340 -0.165
23.267 -0.335 -0.165
23.269 -0.355 -0.155
23.272 -0.380 -0.150
23.275 -0.385 -0.155
23.278 -0.380 -0.150
23.281 -0.385 -0.135
23.283 -0.410 -0.140
23.286 -0.425 -0.130
23.289 -0.440 -0.120
23.292 -0.430 -0.130
23.294 -0.410 -0.120
23.297 -0.405 -0.105
23.300 -0.405 -0.115
23.303 -0.420 -0.110
23.306 -0.440 -0.105
23.308 -0.430 -0.100
23.311 -0.410 -0.100
23.314 -0.420 -0.110
23.317 -0.430 -0.110
23.319 -0.430 -0.125
23.322 -0.425 -0.125
23.325 -0.410 -0.130
23.328 -0.405 -0.130
23.331 -0.425 -0.130
23.333 -0.435 -0.130
23.336 -0.425 -0.135
23.339 -0.430 -0.130
23.342 -0.435 -0.140
23.344 -0.465 -0.120
23.347 -0.485 -0.115
23.350 -0.495 -0.120
23.353 -0.450 -0.135
23.356 -0.310 -0.150
23.358 -0.080 -0.155
23.361 0.205 -0.135
23.364 0.510 -0.150
23.367 0.855 -0.170
23.369 1.100 -0.220
23.372 1.105 -0.245
23.375 0.875 -0.255
23.378 0.575 -0.255
23.381 0.250 -0.220
23.383 -0.030 -0.200
23.386 -0.175 -0.170
23.389 -0.245 -0.130
23.392 -0.295 -0.115
23.394 -0.355 -0.105
23.397 -0.390 -0.105
23.400 -0.390 -0.110
23.403 -0.400 -0.130
23.406 -0.420 -0.125
23.408 -0.430 -0.105
23.411 -0.455 -0.105
23.414 -0.475 -0.095
23.417 -0.505 -0.110
23.419 -0.520 -0.120
23.422 -0.505 -0.110
23.425 -0.500 -0.105
23.428 -0.505 -0.105
23.431 -0.510 -0.100
23.433 -0.515 -0.125
23.436 -0.530 -0.130
23.439 -0.530 -0.145
23.442 -0.520 -0.125
23.444 -0.500 -0.110
23.447 -0.510 -0.115
23.450 -0.510 -0.140
23.453 -0.535 -0.140
23.456 -0.525 -0.145
23.458 -0.525 -0.130
23.461 -0.510 -0.110
23.464 -0.515 -0.110
23.467 -0.530 -0.135
23.469 -0.530 -0.145
23.472 -0.530 -0.145
23.475 -0.515 -0.120
23.478 -0.510 -0.125
23.481 -0.505 -0.145
23.483 -0.500 -0.165
23.486 -0.510 -0.165
23.489 -0.515 -0.150
23.492 -0.500 -0.145
23.494 -0.490 -0.135
23.497 -0.480 -0.140
23.500 -0.500 -0.160
23.503 -0.500 -0.160
23.506 -0.505 -0.145
23.508 -0.490 -0.120
23.511 -0.480 -0.105
23.514 -0.480 -0.130
23.517 -0.495 -0.125
23.519 -0.495 -0.130
23.522 -0.485 -0.100
23.525 -0.485 -0.095
23.528 -0.470 -0.100
23.531 -0.475 -0.095
23.533 -0.465 -0.105
23.536 -0.470 -0.115
23.539 -0.470 -0.095
23.542 -0.465 -0.080
23.544 -0.450 -0.110
23.547 -0.450 -0.100
23.550 -0.450 -0.120
23.553 -0.465 -0.115
23.556 -0.470 -0.125
23.558 -0.455 -0.120
23.561 -0.430 -0.130
23.564 -0.425 -0.110
23.567 -0.430 -0.115
23.569 -0.425 -0.120
23.572 -0.425 -0.125
23.575 -0.420 -0.105
23.578 -0.400 -0.115
23.581 -0.390 -0.125
23.583 -0.400 -0.135
23.586 -0.395 -0.145
23.589 -0.395 -0.140
23.592 -0.380 -0.160
23.594 -0.355 -0.155
23.597 -0.340 -0.155
23.600 -0.335 -0.145
23.603 -0.335 -0.160
23.606 -0.335 -0.150
23.608 -0.310 -0.155
23.611 -0.300 -0.140
23.614 -0.285 -0.130
23.617 -0.275 -0.140
23.619 -0.270 -0.140
23.622 -0.275 -0.150
23.625 -0.260 -0.130
23.628 -0.235 -0.120
23.631 -0.225 -0.105
23.633 -0.225 -0.110
23.636 -0.220 -0.120
23.639 -0.220 -0.110
23.642 -0.205 -0.115
23.644 -0.180 -0.105
23.647 -0.165 -0.105
23.650 -0.180 -0.105
23.653 -0.190 -0.120
23.656 -0.200 -0.115
23.658 -0.190 -0.110
23.661 -0.170 -0.120
23.664 -0.170 -0.115
23.667 -0.170 -0.125
23.669 -0.180 -0.135
23.672 -0.205 -0.150
23.675 -0.200 -0.130
23.678 -0.200 -0.125
23.681 -0.215 -0.125
23.683 -0.225 -0.120
23.686 -0.225 -0.125
23.689 -0.240 -0.125
23.692 -0.245 -0.120
23.694 -0.245 -0.115
23.697 -0.265 -0.110
23.700 -0.290 -0.125
23.703 -0.300 -0.135
23.706 -0.310 -0.145
23.708 -0.305 -0.130
23.711 -0.295 -0.135
23.714 -0.305 -0.120
23.717 -0.315 -0.130
23.719 -0.335 -0.135
23.722 -0.350 -0.135
23.725 -0.340 -0.120
23.728 -0.325 -0.115
23.731 -0.345 -0.120
23.733 -0.345 -0.110
23.736 -0.365 -0.115
23.739 -0.365 -0.125
23.742 -0.350 -0.110
23.744 -0.340 -0.100
23.747 -0.345 -0.090
23.750 -0.355 -0.095
23.753 -0.365 -0.100
23.756 -0.380 -0.090
23.758 -0.360 -0.075
23.761 -0.350 -0.070
23.764 -0.355 -0.055
23.767 -0.360 -0.070
23.769 -0.350 -0.075
23.772 -0.360 -0.085
23.775 -0.355 -0.070
23.778 -0.345 -0.070
23.781 -0.340 -0.070
23.783 -0.345 -0.065
23.786 -0.345 -0.100
23.789 -0.355 -0.100
23.792 -0.325 -0.090
23.794 -0.330 -0.085
23.797 -0.330 -0.085
23.800 -0.335 -0.095
23.803 -0.335 -0.105
23.806 -0.330 -0.110
23.808 -0.335 -0.095
23.811 -0.320 -0.090
23.814 -0.325 -0.085
23.817 -0.325 -0.100
23.819 -0.335 -0.110
23.822 -0.325 -0.115
23.825 -0.305 -0.120
23.828 -0.310 -0.110
23.831 -0.315 -0.115
23.833 -0.310 -0.125
23.836 -0.310 -0.130
23.839 -0.335 -0.135
23.842 -0.315 -0.115
23.844 -0.295 -0.110
23.847 -0.300 -0.110
23.850 -0.310 -0.115
23.853 -0.325 -0.135
23.856 -0.340 -0.135
23.858 -0.325 -0.105
23.861 -0.300 -0.075
23.864 -0.305 -0.085
23.867 -0.320 -0.080
23.869 -0.320 -0.100
23.872 -0.320 -0.085
23.875 -0.325 -0.065
23.878 -0.315 -0.055
23.881 -0.320 -0.065
23.883 -0.310 -0.055
23.886 -0.310 -0.060
23.889 -0.315 -0.075
23.892 -0.305 -0.050
23.894 -0.300 -0.060
23.897 -0.305 -0.055
23.900 -0.310 -0.060
23.903 -0.320 -0.085
23.906 -0.320 -0.095
23.908 -0.305 -0.065
23.911 -0.290 -0.065
23.914 -0.300 -0.065
23.917 -0.315 -0.075
23.919 -0.315 -0.095
23.922 -0.320 -0.100
23.925 -0.305 -0.075
23.928 -0.305 -0.070
23.931 -0.305 -0.060
23.933 -0.305 -0.085
23.936 -0.320 -0.095
23.939 -0.315 -0.100
23.942 -0.300 -0.090
23.944 -0.285 -0.090
23.947 -0.300 -0.090
23.950 -0.315 -0.110
23.953 -0.310 -0.120
23.956 -0.320 -0.115
23.958 -0.315 -0.095
23.961 -0.310 -0.080
23.964 -0.310 -0.080
23.967 -0.310 -0.105
23.969 -0.310 -0.115
23.972 -0.325 -0.115
23.975 -0.300 -0.085
23.978 -0.290 -0.070
23.981 -0.295 -0.055
23.983 -0.310 -0.075
23.986 -0.305 -0.080
23.989 -0.315 -0.075
23.992 -0.315 -0.060
23.994 -0.295 -0.035
23.997 -0.300 -0.035
24.000 -0.300 -0.045
24.003 -0.310 -0.055
24.006 -0.305 -0.050
24.008 -0.305 -0.040
24.011 -0.295 -0.035
24.014 -0.300 -0.055
24.017 -0.295 -0.075
24.019 -0.305 -0.075
24.022 -0.315 -0.075
24.025 -0.295 -0.060
24.028 -0.280 -0.055
24.031 -0.285 -0.060
24.033 -0.295 -0.075
24.036 -0.300 -0.095
24.039 -0.290 -0.075
24.042 -0.280 -0.055
24.044 -0.260 -0.045
24.047 -0.270 -0.055
24.050 -0.275 -0.065
24.053 -0.275 -0.085
24.056 -0.270 -0.085
24.058 -0.260 -0.065
24.061 -0.245 -0.070
24.064 -0.250 -0.085
24.067 -0.245 -0.105
24.069 -0.225 -0.100
24.072 -0.205 -0.095
24.075 -0.165 -0.070
24.078 -0.125 -0.060
24.081 -0.110 -0.065
24.083 -0.110 -0.075
24.086 -0.125 -0.095
24.089 -0.130 -0.090
24.092 -0.135 -0.070
24.094 -0.130 -0.060
24.097 -0.140 -0.060
24.100 -0.165 -0.075
24.103 -0.180 -0.075
24.106 -0.180 -0.055
24.108 -0.180 -0.045
24.111 -0.180 -0.030
24.114 -0.160 -0.040
24.117 -0.170 -0.055
24.119 -0.195 -0.055
24.122 -0.210 -0.045
24.125 -0.205 -0.020
24.128 -0.220 -0.010
24.131 -0.250 -0.005
24.133 -0.260 -0.045
24.136 -0.260 -0.055
24.139 -0.280 -0.050
24.142 -0.275 -0.035
24.144 -0.265 -0.035
24.147 -0.270 -0.050
24.150 -0.285 -0.065
24.153 -0.305 -0.085
24.156 -0.310 -0.070
24.158 -0.305 -0.050
24.161 -0.290 -0.035
24.164 -0.290 -0.050
24.167 -0.295 -0.060
24.169 -0.310 -0.085
24.172 -0.310 -0.070
24.175 -0.310 -0.045
24.178 -0.300 -0.055
24.181 -0.295 -0.070
24.183 -0.310 -0.100
24.186 -0.315 -0.095
24.189 -0.305 -0.085
24.192 -0.305 -0.070
24.194 -0.325 -0.065
24.197 -0.365 -0.075
24.200 -0.390 -0.090
24.203 -0.395 -0.075
24.206 -0.365 -0.065
24.208 -0.235 -0.050
24.211 -0.030 -0.045
24.214 0.220 -0.050
24.217 0.525 -0.065
24.219 0.850 -0.070
24.222 1.145 -0.080
24.225 1.265 -0.090
24.228 1.100 -0.125
24.231 0.805 -0.155
24.233 0.495 -0.155
24.236 0.235 -0.115
24.239 0.085 -0.055
24.242 0.055 -0.010
24.244 0.045 0.000
24.247 -0.005 -0.010
24.250 -0.050 -0.025
24.253 -0.100 -0.030
24.256 -0.145 -0.030
24.258 -0.190 -0.030
24.261 -0.240 -0.020
24.264 -0.290 -0.040
24.267 -0.335 -0.055
24.269 -0.365 -0.060
24.272 -0.365 -0.055
24.275 -0.360 -0.025
24.278 -0.355 -0.030
24.281 -0.360 -0.050
24.283 -0.370 -0.060
24.286 -0.385 -0.060
24.289 -0.405 -0.035
24.292 -0.395 -0.035
24.294 -0.385 -0.040
24.297 -0.385 -0.060
24.300 -0.400 -0.080
24.303 -0.415 -0.070
24.306 -0.405 -0.070
24.308 -0.405 -0.060
24.311 -0.395 -0.060
24.314 -0.405 -0.070
24.317 -0.400 -0.075
24.319 -0.405 -0.065
24.322 -0.415 -0.060
24.325 -0.400 -0.050
24.328 -0.395 -0.045
24.331 -0.385 -0.055
24.333 -0.395 -0.035
24.336 -0.415 -0.030
24.339 -0.390 -0.035
24.342 -0.390 -0.020
24.344 -0.390 -0.020
24.347 -0.390 -0.010
24.350 -0.395 -0.020
24.353 -0.400 -0.015
24.356 -0.395 -0.020
24.358 -0.390 -0.020
24.361 -0.370 -0.005
24.364 -0.380 -0.005
24.367 -0.390 -0.010
24.369 -0.410 -0.030
24.372 -0.410 -0.035
24.375 -0.400 -0.025
24.378 -0.385 -0.025
24.381 -0.395 -0.025
24.383 -0.410 -0.015
24.386 -0.395 -0.030
24.389 -0.380 -0.040
24.392 -0.370 -0.025
24.394 -0.370 -0.020
24.397 -0.370 -0.015
24.400 -0.375 -0.035
24.403 -0.395 -0.060
24.406 -0.390 -0.060
24.408 -0.370 -0.060
24.411 -0.360 -0.065
24.414 -0.355 -0.070
24.417 -0.360 -0.075
24.419 -0.375 -0.095
24.422 -0.370 -0.085
24.425 -0.360 -0.060
24.428 -0.335 -0.040
24.431 -0.325 -0.045
24.433 -0.330 -0.070
24.436 -0.335 -0.075
24.439 -0.325 -0.060
24.442 -0.305 -0.045
24.444 -0.290 -0.025
24.447 -0.285 -0.025
24.450 -0.285 -0.045
24.453 -0.270 -0.050
24.456 -0.255 -0.050
24.458 -0.250 -0.010
24.461 -0.230 -0.010
24.464 -0.210 -0.015
24.467 -0.215 -0.025
24.469 -0.210 -0.040
24.472 -0.195 -0.025
24.475 -0.180 -0.010
24.478 -0.155 -0.010
24.481 -0.155 -0.040
24.483 -0.165 -0.050
24.486 -0.175 -0.070
24.489 -0.165 -0.045
24.492 -0.145 -0.035
24.494 -0.110 -0.040
24.497 -0.120 -0.045
24.500 -0.120 -0.055
24.503 -0.120 -0.065
24.506 -0.125 -0.050
24.508 -0.100 -0.030
24.511 -0.085 -0.045
24.514 -0.085 -0.050
24.517 -0.100 -0.070
24.519 -0.120 -0.080
24.522 -0.120 -0.075
24.525 -0.095 -0.075
24.528 -0.085 -0.070
24.531 -0.100 -0.085
24.533 -0.125 -0.090
24.536 -0.150 -0.095
24.539 -0.155 -0.075
24.542 -0.150 -0.060
24.544 -0.175 -0.065
24.547 -0.180 -0.070
24.550 -0.200 -0.080
24.553 -0.225 -0.085
24.556 -0.240 -0.060
24.558 -0.225 -0.050
24.561 -0.225 -0.040
24.564 -0.260 -0.040
24.567 -0.275 -0.050
24.569 -0.280 -0.035
24.572 -0.285 -0.015
24.575 -0.275 0.000
24.578 -0.270 -0.005
24.581 -0.285 -0.030
24.583 -0.295 -0.035
24.586 -0.320 -0.035
24.589 -0.315 -0.025
24.592 -0.305 -0.005
24.594 -0.300 -0.010
24.597 -0.305 -0.015
24.600 -0.315 -0.040
24.603 -0.315 -0.040
24.606 -0.330 -0.025
24.608 -0.315 -0.025
24.611 -0.315 -0.020
24.614 -0.315 -0.040
24.617 -0.320 -0.045
24.619 -0.315 -0.045
24.622 -0.325 -0.030
24.625 -0.290 -0.025
24.628 -0.300 -0.035
24.631 -0.305 -0.050
24.633 -0.310 -0.050
24.636 -0.320 -0.055
24.639 -0.320 -0.050
24.642 -0.315 -0.050
24.644 -0.315 -0.055
24.647 -0.315 -0.070
24.650 -0.320 -0.075
24.653 -0.335 -0.070
24.656 -0.325 -0.070
24.658 -0.305 -0.060
24.661 -0.290 -0.070
24.664 -0.300 -0.075
24.667 -0.320 -0.065
24.669 -0.315 -0.065
24.672 -0.315 -0.055
24.675 -0.310 -0.045
24.678 -0.295 -0.035
24.681 -0.290 -0.045
24.683 -0.310 -0.045
24.686 -0.305 -0.030
24.689 -0.305 -0.020
24.692 -0.300 -0.015
24.694 -0.295 -0.030
24.697 -0.300 -0.025
24.700 -0.300 -0.020
24.703 -0.310 -0.015
24.706 -0.310 -0.005
24.708 -0.300 -0.015
24.711 -0.305 -0.015
24.714 -0.310 -0.025
24.717 -0.320 -0.030
24.719 -0.320 -0.030
24.722 -0.315 -0.040
24.725 -0.315 -0.040
24.728 -0.300 -0.035
24.731 -0.295 -0.045
24.733 -0.295 -0.035
24.736 -0.320 -0.040
24.739 -0.315 -0.040
24.742 -0.310 -0.035
24.744 -0.300 -0.040
24.747 -0.295 -0.030
24.750 -0.315 -0.040
24.753 -0.325 -0.060
24.756 -0.340 -0.075
24.758 -0.310 -0.065
24.761 -0.295 -0.065
24.764 -0.300 -0.065
24.767 -0.310 -0.065
24.769 -0.320 -0.080
24.772 -0.320 -0.075
24.775 -0.305 -0.075
24.778 -0.295 -0.070
24.781 -0.300 -0.050
24.783 -0.300 -0.065
24.786 -0.305 -0.075
24.789 -0.315 -0.065
24.792 -0.315 -0.060
24.794 -0.315 -0.040
24.797 -0.300 -0.035
24.800 -0.305 -0.030
24.803 -0.325 -0.040
24.806 -0.330 -0.035
24.808 -0.315 -0.030
24.811 -0.310 -0.015
24.814 -0.305 -0.005
24.817 -0.315 -0.005
24.819 -0.320 -0.025
24.822 -0.320 -0.020
24.825 -0.305 -0.025
24.828 -0.295 -0.025
24.831 -0.300 -0.015
24.833 -0.305 -0.020
24.836 -0.315 -0.040
24.839 -0.320 -0.050
24.842 -0.305 -0.040
24.844 -0.315 -0.030
24.847 -0.300 -0.020
24.850 -0.315 -0.035
24.853 -0.330 -0.060
24.856 -0.320 -0.050
24.858 -0.305 -0.040
24.861 -0.310 -0.020
24.864 -0.305 -0.025
24.867 -0.320 -0.045
24.869 -0.315 -0.070
24.872 -0.310 -0.065
24.875 -0.295 -0.070
24.878 -0.290 -0.045
24.881 -0.285 -0.060
24.883 -0.285 -0.070
24.886 -0.295 -0.095
24.889 -0.295 -0.075
24.892 -0.265 -0.055
24.894 -0.260 -0.045
24.897 -0.250 -0.045
24.900 -0.255 -0.065
24.903 -0.250 -0.065
24.906 -0.255 -0.060
24.908 -0.235 -0.025
24.911 -0.230 -0.020
24.914 -0.215 -0.015
24.917 -0.205 -0.025
24.919 -0.190 -0.040
24.922 -0.165 -0.025
24.925 -0.115 -0.020
24.928 -0.100 -0.010
24.931 -0.105 0.000
24.933 -0.140 -0.025
24.936 -0.155 -0.040
24.939 -0.160 -0.035
24.942 -0.150 -0.020
24.944 -0.160 -0.015
24.947 -0.170 -0.035
24.950 -0.185 -0.045
24.953 -0.205 -0.075
24.956 -0.210 -0.065
24.958 -0.200 -0.045
24.961 -0.195 -0.045
24.964 -0.210 -0.045
24.967 -0.225 -0.070
24.969 -0.240 -0.075
24.972 -0.255 -0.065
24.975 -0.265 -0.055
24.978 -0.260 -0.030
24.981 -0.290 -0.050
24.983 -0.320 -0.080
24.986 -0.320 -0.085
24.989 -0.330 -0.085
24.992 -0.315 -0.065
24.994 -0.320 -0.080
24.997 -0.330 -0.080
25.000 -0.340 -0.110
25.003 -0.330 -0.100
25.006 -0.335 -0.100
25.008 -0.330 -0.080
25.011 -0.350 -0.070
25.014 -0.340 -0.085
25.017 -0.350 -0.085
25.019 -0.355 -0.095
25.022 -0.355 -0.085
25.025 -0.360 -0.060
25.028 -0.350 -0.050
25.031 -0.335 -0.060
25.033 -0.350 -0.055
25.036 -0.370 -0.060
25.039 -0.380 -0.040
25.042 -0.390 -0.015
25.044 -0.395 -0.015
25.047 -0.385 -0.025
25.050 -0.360 -0.040
25.053 -0.275 -0.050
25.056 -0.100 -0.030
25.058 0.115 -0.025
25.061 0.345 -0.025
25.064 0.630 -0.040
25.067 0.930 -0.090
25.069 1.075 -0.130
25.072 0.995 -0.175
25.075 0.730 -0.195
25.078 0.455 -0.195
25.081 0.185 -0.170
25.083 0.010 -0.140
25.086 -0.050 -0.105
25.089 -0.060 -0.055
25.092 -0.090 -0.035
25.094 -0.125 -0.040
25.097 -0.170 -0.055
25.100 -0.205 -0.075
25.103 -0.245 -0.075
25.106 -0.310 -0.075
25.108 -0.335 -0.060
25.111 -0.370 -0.060
25.114 -0.390 -0.085
25.117 -0.395 -0.085
25.119 -0.360 -0.090
25.122 -0.340 -0.075
25.125 -0.345 -0.065
25.128 -0.385 -0.085
25.131 -0.445 -0.095
25.133 -0.495 -0.095
25.136 -0.510 -0.110
25.139 -0.495 -0.090
25.142 -0.470 -0.080
25.144 -0.470 -0.070
25.147 -0.475 -0.060
25.150 -0.475 -0.065
25.153 -0.475 -0.060
25.156 -0.485 -0.050
25.158 -0.465 -0.035
25.161 -0.460 -0.040
25.164 -0.435 -0.040
25.167 -0.455 -0.045
25.169 -0.475 -0.040
