Time	MLII [mV]	V5 [mV]
82.544	-0.250	-0.270
82.547	-0.260	-0.275
82.550	-0.250	-0.275
82.553	-0.250	-0.250
82.556	-0.250	-0.245
82.558	-0.250	-0.245
82.561	-0.260	-0.260
82.564	-0.275	-0.270
82.567	-0.275	-0.265
82.569	-0.270	-0.255
82.572	-0.260	-0.255
82.575	-0.255	-0.250
82.578	-0.260	-0.275
82.581	-0.270	-0.280
82.583	-0.280	-0.280
82.586	-0.265	-0.260
82.589	-0.260	-0.260
82.592	-0.270	-0.270
82.594	-0.280	-0.270
82.597	-0.285	-0.295
82.600	-0.285	-0.265
82.603	-0.275	-0.260
82.606	-0.255	-0.260
82.608	-0.270	-0.260
82.611	-0.275	-0.285
82.614	-0.280	-0.290
82.617	-0.290	-0.285
82.619	-0.280	-0.280
82.622	-0.280	-0.285
82.625	-0.280	-0.265
82.628	-0.285	-0.270
82.631	-0.290	-0.275
82.633	-0.300	-0.270
82.636	-0.285	-0.260
82.639	-0.275	-0.260
82.642	-0.270	-0.265
82.644	-0.290	-0.285
82.647	-0.310	-0.290
82.650	-0.305	-0.290
82.653	-0.290	-0.265
82.656	-0.285	-0.270
82.658	-0.285	-0.260
82.661	-0.290	-0.275
82.664	-0.300	-0.280
82.667	-0.295	-0.290
82.669	-0.295	-0.285
82.672	-0.290	-0.265
82.675	-0.285	-0.270
82.678	-0.300	-0.275
82.681	-0.305	-0.285
82.683	-0.315	-0.280
82.686	-0.310	-0.270
82.689	-0.290	-0.265
82.692	-0.290	-0.275
82.694	-0.285	-0.280
82.697	-0.300	-0.275
82.700	-0.295	-0.265
82.703	-0.290	-0.265
82.706	-0.285	-0.250
82.708	-0.270	-0.260
82.711	-0.280	-0.270
82.714	-0.295	-0.275
82.717	-0.300	-0.270
82.719	-0.295	-0.255
82.722	-0.285	-0.250
82.725	-0.280	-0.250
82.728	-0.280	-0.270
82.731	-0.275	-0.265
82.733	-0.295	-0.265
82.736	-0.285	-0.260
82.739	-0.280	-0.255
82.742	-0.280	-0.265
82.744	-0.285	-0.265
82.747	-0.280	-0.275
82.750	-0.295	-0.275
82.753	-0.275	-0.270
82.756	-0.270	-0.260
82.758	-0.250	-0.260
82.761	-0.245	-0.260
82.764	-0.240	-0.275
82.767	-0.230	-0.265
82.769	-0.225	-0.245
82.772	-0.205	-0.240
82.775	-0.195	-0.235
82.778	-0.195	-0.240
82.781	-0.210	-0.255
82.783	-0.190	-0.245
82.786	-0.170	-0.225
82.789	-0.165	-0.235
82.792	-0.170	-0.225
82.794	-0.165	-0.225
82.797	-0.175	-0.245
82.800	-0.180	-0.245
82.803	-0.180	-0.230
82.806	-0.180	-0.220
82.808	-0.180	-0.210
82.811	-0.195	-0.215
82.814	-0.195	-0.215
82.817	-0.215	-0.205
82.819	-0.210	-0.200
82.822	-0.195	-0.205
82.825	-0.185	-0.195
82.828	-0.175	-0.215
82.831	-0.195	-0.225
82.833	-0.210	-0.215
82.836	-0.205	-0.195
82.839	-0.190	-0.210
82.842	-0.165	-0.220
82.844	-0.150	-0.220
82.847	-0.165	-0.240
82.850	-0.190	-0.235
82.853	-0.220	-0.220
82.856	-0.220	-0.235
82.858	-0.240	-0.245
82.861	-0.270	-0.255
82.864	-0.285	-0.270
82.867	-0.290	-0.250
82.869	-0.300	-0.255
82.872	-0.285	-0.255
82.875	-0.290	-0.255
82.878	-0.295	-0.265
82.881	-0.300	-0.280
82.883	-0.310	-0.285
82.886	-0.305	-0.265
82.889	-0.305	-0.260
82.892	-0.300	-0.265
82.894	-0.310	-0.280
82.897	-0.315	-0.285
82.900	-0.315	-0.290
82.903	-0.315	-0.280
82.906	-0.310	-0.265
82.908	-0.305	-0.280
82.911	-0.320	-0.275
82.914	-0.325	-0.285
82.917	-0.325	-0.270
82.919	-0.310	-0.270
82.922	-0.310	-0.280
82.925	-0.300	-0.285
82.928	-0.320	-0.305
82.931	-0.335	-0.335
82.933	-0.355	-0.355
82.936	-0.355	-0.370
82.939	-0.385	-0.390
82.942	-0.405	-0.430
82.944	-0.435	-0.440
82.947	-0.485	-0.390
82.950	-0.535	-0.305
82.953	-0.555	-0.175
82.956	-0.515	-0.080
82.958	-0.410	-0.010
82.961	-0.300	0.060
82.964	-0.170	0.135
82.967	0.020	0.250
82.969	0.265	0.375
82.972	0.530	0.470
82.975	0.750	0.495
82.978	0.895	0.405
82.981	0.955	0.180
82.983	0.885	-0.110
82.986	0.715	-0.345
82.989	0.450	-0.460
82.992	0.150	-0.475
82.994	-0.125	-0.440
82.997	-0.340	-0.400
83.000	-0.440	-0.370
83.003	-0.480	-0.355
83.006	-0.475	-0.325
83.008	-0.425	-0.320
83.011	-0.390	-0.325
83.014	-0.375	-0.355
83.017	-0.380	-0.350
83.019	-0.360	-0.335
83.022	-0.365	-0.335
83.025	-0.355	-0.325
83.028	-0.365	-0.325
83.031	-0.365	-0.330
83.033	-0.360	-0.310
83.036	-0.355	-0.320
83.039	-0.350	-0.310
83.042	-0.345	-0.315
83.044	-0.350	-0.315
83.047	-0.365	-0.330
83.050	-0.360	-0.335
83.053	-0.350	-0.335
83.056	-0.345	-0.320
83.058	-0.355	-0.320
83.061	-0.345	-0.335
83.064	-0.350	-0.340
83.067	-0.355	-0.340
83.069	-0.345	-0.330
83.072	-0.335	-0.315
83.075	-0.350	-0.320
83.078	-0.370	-0.330
83.081	-0.370	-0.340
83.083	-0.375	-0.335
83.086	-0.360	-0.330
83.089	-0.345	-0.325
83.092	-0.350	-0.330
83.094	-0.350	-0.330
83.097	-0.355	-0.340
83.100	-0.370	-0.335
83.103	-0.360	-0.320
83.106	-0.350	-0.320
83.108	-0.340	-0.320
83.111	-0.355	-0.335
83.114	-0.360	-0.340
83.117	-0.370	-0.325
83.119	-0.355	-0.315
83.122	-0.350	-0.310
83.125	-0.345	-0.315
83.128	-0.355	-0.335
83.131	-0.355	-0.350
83.133	-0.360	-0.345
83.136	-0.360	-0.340
83.139	-0.350	-0.335
83.142	-0.355	-0.330
83.144	-0.355	-0.340
83.147	-0.365	-0.355
83.150	-0.375	-0.355
83.153	-0.355	-0.350
83.156	-0.345	-0.325
83.158	-0.345	-0.330
83.161	-0.355	-0.345
83.164	-0.360	-0.350
83.167	-0.355	-0.350
83.169	-0.345	-0.345
83.172	-0.340	-0.340
83.175	-0.345	-0.345
83.178	-0.345	-0.340
83.181	-0.360	-0.350
83.183	-0.360	-0.350
83.186	-0.350	-0.350
83.189	-0.340	-0.345
83.192	-0.350	-0.360
83.194	-0.355	-0.375
83.197	-0.370	-0.385
83.200	-0.365	-0.390
83.203	-0.340	-0.370
83.206	-0.350	-0.370
83.208	-0.345	-0.370
83.211	-0.350	-0.395
83.214	-0.355	-0.415
83.217	-0.355	-0.415
83.219	-0.345	-0.410
83.222	-0.350	-0.405
83.225	-0.350	-0.405
83.228	-0.355	-0.430
83.231	-0.365	-0.440
83.233	-0.375	-0.450
83.236	-0.365	-0.445
83.239	-0.360	-0.435
83.242	-0.370	-0.445
83.244	-0.375	-0.460
83.247	-0.385	-0.460
83.250	-0.380	-0.465
83.253	-0.375	-0.455
83.256	-0.360	-0.445
83.258	-0.375	-0.460
83.261	-0.405	-0.490
83.264	-0.390	-0.495
83.267	-0.405	-0.480
83.269	-0.415	-0.465
83.272	-0.395	-0.455
83.275	-0.390	-0.445
83.278	-0.390	-0.460
83.281	-0.395	-0.445
83.283	-0.385	-0.430
83.286	-0.370	-0.420
83.289	-0.350	-0.395
83.292	-0.350	-0.380
83.294	-0.355	-0.375
83.297	-0.350	-0.375
83.300	-0.335	-0.370
83.303	-0.320	-0.365
83.306	-0.325	-0.340
83.308	-0.315	-0.345
83.311	-0.320	-0.340
83.314	-0.315	-0.345
83.317	-0.320	-0.325
83.319	-0.295	-0.310
83.322	-0.280	-0.305
83.325	-0.285	-0.290
83.328	-0.285	-0.310
83.331	-0.290	-0.310
83.333	-0.295	-0.300
83.336	-0.285	-0.310
83.339	-0.270	-0.305
83.342	-0.265	-0.310
83.344	-0.265	-0.315
83.347	-0.280	-0.320
83.350	-0.285	-0.305
83.353	-0.265	-0.305
83.356	-0.260	-0.290
83.358	-0.260	-0.275
83.361	-0.265	-0.285
83.364	-0.270	-0.295
83.367	-0.280	-0.315
83.369	-0.255	-0.320
83.372	-0.260	-0.305
83.375	-0.270	-0.305
83.378	-0.295	-0.315
83.381	-0.295	-0.315
83.383	-0.295	-0.310
83.386	-0.280	-0.310
83.389	-0.255	-0.305
83.392	-0.260	-0.315
83.394	-0.260	-0.325
83.397	-0.280	-0.330
83.400	-0.285	-0.320
83.403	-0.285	-0.310
83.406	-0.285	-0.300
83.408	-0.265	-0.320
83.411	-0.270	-0.330
83.414	-0.290	-0.330
83.417	-0.305	-0.330
83.419	-0.295	-0.320
83.422	-0.285	-0.320
83.425	-0.270	-0.320
83.428	-0.285	-0.330
83.431	-0.290	-0.340
83.433	-0.305	-0.335
83.436	-0.295	-0.330
83.439	-0.280	-0.330
83.442	-0.290	-0.340
83.444	-0.295	-0.350
83.447	-0.305	-0.350
83.450	-0.310	-0.340
83.453	-0.315	-0.320
83.456	-0.300	-0.315
83.458	-0.285	-0.335
83.461	-0.285	-0.345
83.464	-0.295	-0.355
83.467	-0.320	-0.360
83.469	-0.305	-0.345
83.472	-0.305	-0.340
83.475	-0.310	-0.340
83.478	-0.310	-0.340
83.481	-0.320	-0.360
83.483	-0.320	-0.350
83.486	-0.300	-0.340
83.489	-0.290	-0.340
83.492	-0.300	-0.335
83.494	-0.290	-0.350
83.497	-0.305	-0.360
83.500	-0.310	-0.360
83.503	-0.310	-0.345
83.506	-0.300	-0.350
83.508	-0.310	-0.340
83.511	-0.310	-0.355
83.514	-0.320	-0.370
83.517	-0.320	-0.355
83.519	-0.310	-0.350
83.522	-0.300	-0.350
83.525	-0.305	-0.345
83.528	-0.330	-0.350
83.531	-0.320	-0.360
83.533	-0.320	-0.355
83.536	-0.320	-0.345
83.539	-0.305	-0.350
83.542	-0.295	-0.345
83.544	-0.305	-0.350
83.547	-0.325	-0.355
83.550	-0.325	-0.355
83.553	-0.320	-0.335
83.556	-0.305	-0.325
83.558	-0.310	-0.335
83.561	-0.305	-0.360
83.564	-0.315	-0.370
83.567	-0.305	-0.365
83.569	-0.310	-0.350
83.572	-0.305	-0.335
83.575	-0.300	-0.335
83.578	-0.300	-0.330
83.581	-0.310	-0.355
83.583	-0.320	-0.355
83.586	-0.305	-0.350
83.589	-0.295	-0.345
83.592	-0.295	-0.355
83.594	-0.305	-0.355
83.597	-0.310	-0.370
83.600	-0.320	-0.370
83.603	-0.305	-0.360
83.606	-0.300	-0.360
83.608	-0.285	-0.360
83.611	-0.295	-0.375
83.614	-0.280	-0.375
83.617	-0.280	-0.375
83.619	-0.255	-0.360
83.622	-0.245	-0.335
83.625	-0.240	-0.330
83.628	-0.235	-0.335
83.631	-0.240	-0.345
83.633	-0.240	-0.345
83.636	-0.235	-0.330
83.639	-0.215	-0.325
83.642	-0.205	-0.335
83.644	-0.220	-0.350
83.647	-0.225	-0.335
83.650	-0.230	-0.315
83.653	-0.215	-0.305
83.656	-0.205	-0.310
83.658	-0.210	-0.305
83.661	-0.210	-0.310
83.664	-0.205	-0.310
83.667	-0.215	-0.300
83.669	-0.220	-0.280
83.672	-0.210	-0.285
83.675	-0.200	-0.295
83.678	-0.220	-0.305
83.681	-0.240	-0.325
83.683	-0.255	-0.335
83.686	-0.235	-0.335
83.689	-0.210	-0.330
83.692	-0.200	-0.325
83.694	-0.220	-0.325
83.697	-0.255	-0.345
83.700	-0.285	-0.340
83.703	-0.285	-0.350
83.706	-0.290	-0.335
83.708	-0.295	-0.350
83.711	-0.315	-0.360
83.714	-0.320	-0.370
83.717	-0.325	-0.365
83.719	-0.335	-0.355
83.722	-0.330	-0.345
83.725	-0.320	-0.360
83.728	-0.340	-0.360
83.731	-0.335	-0.370
83.733	-0.355	-0.360
83.736	-0.345	-0.355
83.739	-0.335	-0.350
83.742	-0.335	-0.355
83.744	-0.340	-0.365
83.747	-0.360	-0.375
83.750	-0.355	-0.365
83.753	-0.350	-0.355
83.756	-0.340	-0.360
83.758	-0.345	-0.360
83.761	-0.345	-0.370
83.764	-0.350	-0.385
83.767	-0.350	-0.370
83.769	-0.340	-0.350
83.772	-0.340	-0.350
83.775	-0.340	-0.345
83.778	-0.330	-0.360
83.781	-0.340	-0.375
83.783	-0.360	-0.375
83.786	-0.345	-0.370
83.789	-0.335	-0.370
83.792	-0.345	-0.395
83.794	-0.355	-0.420
83.797	-0.390	-0.440
83.800	-0.430	-0.470
83.803	-0.450	-0.475
83.806	-0.455	-0.470
83.808	-0.485	-0.425
83.811	-0.540	-0.320
83.814	-0.545	-0.220
83.817	-0.500	-0.130
83.819	-0.375	-0.060
83.822	-0.230	0.025
83.825	-0.070	0.120
83.828	0.135	0.230
83.831	0.375	0.325
83.833	0.625	0.360
83.836	0.815	0.245
83.839	0.925	-0.035
83.842	0.885	-0.365
83.844	0.630	-0.520
83.847	0.240	-0.525
83.850	-0.140	-0.465
83.853	-0.370	-0.425
83.856	-0.455	-0.415
83.858	-0.475	-0.390
83.861	-0.440	-0.390
83.864	-0.400	-0.395
83.867	-0.390	-0.395
83.869	-0.375	-0.380
83.872	-0.380	-0.370
83.875	-0.365	-0.375
83.878	-0.375	-0.390
83.881	-0.380	-0.405
83.883	-0.375	-0.395
83.886	-0.375	-0.390
83.889	-0.385	-0.365
83.892	-0.375	-0.370
83.894	-0.370	-0.390
83.897	-0.385	-0.395
83.900	-0.390	-0.390
83.903	-0.395	-0.395
83.906	-0.380	-0.375
83.908	-0.370	-0.370
83.911	-0.385	-0.380
83.914	-0.390	-0.385
83.917	-0.395	-0.385
83.919	-0.385	-0.385
83.922	-0.375	-0.375
83.925	-0.375	-0.370
83.928	-0.385	-0.380
83.931	-0.390	-0.385
83.933	-0.400	-0.375
83.936	-0.395	-0.375
83.939	-0.380	-0.360
83.942	-0.385	-0.370
83.944	-0.395	-0.375
83.947	-0.390	-0.390
83.950	-0.385	-0.385
83.953	-0.385	-0.375
83.956	-0.380	-0.360
83.958	-0.375	-0.365
83.961	-0.380	-0.365
83.964	-0.370	-0.380
83.967	-0.385	-0.370
83.969	-0.380	-0.365
83.972	-0.375	-0.360
83.975	-0.365	-0.355
83.978	-0.375	-0.380
83.981	-0.395	-0.365
83.983	-0.375	-0.370
83.986	-0.385	-0.365
83.989	-0.375	-0.345
83.992	-0.375	-0.355
83.994	-0.380	-0.370
83.997	-0.375	-0.380
84.000	-0.385	-0.375
84.003	-0.375	-0.365
84.006	-0.370	-0.360
84.008	-0.370	-0.365
84.011	-0.380	-0.370
84.014	-0.385	-0.380
84.017	-0.395	-0.370
84.019	-0.375	-0.370
84.022	-0.375	-0.365
84.025	-0.375	-0.380
84.028	-0.375	-0.390
84.031	-0.375	-0.390
84.033	-0.400	-0.390
84.036	-0.370	-0.385
84.039	-0.370	-0.380
84.042	-0.365	-0.385
84.044	-0.365	-0.385
84.047	-0.385	-0.410
84.050	-0.380	-0.405
84.053	-0.370	-0.405
84.056	-0.360	-0.395
84.058	-0.370	-0.405
84.061	-0.380	-0.420
84.064	-0.375	-0.440
84.067	-0.385	-0.440
84.069	-0.385	-0.445
84.072	-0.395	-0.440
84.075	-0.380	-0.440
84.078	-0.400	-0.460
84.081	-0.400	-0.475
84.083	-0.410	-0.475
84.086	-0.405	-0.480
84.089	-0.405	-0.485
84.092	-0.400	-0.490
84.094	-0.405	-0.500
84.097	-0.420	-0.510
84.100	-0.420	-0.515
84.103	-0.415	-0.505
84.106	-0.415	-0.505
84.108	-0.415	-0.510
84.111	-0.415	-0.520
84.114	-0.430	-0.510
84.117	-0.420	-0.510
84.119	-0.410	-0.485
84.122	-0.405	-0.470
84.125	-0.400	-0.460
84.128	-0.400	-0.465
84.131	-0.400	-0.455
84.133	-0.400	-0.435
84.136	-0.390	-0.420
84.139	-0.370	-0.395
84.142	-0.350	-0.400
84.144	-0.345	-0.390
84.147	-0.340	-0.390
84.150	-0.345	-0.360
84.153	-0.320	-0.345
84.156	-0.310	-0.340
84.158	-0.300	-0.330
84.161	-0.290	-0.340
84.164	-0.290	-0.345
84.167	-0.295	-0.335
84.169	-0.290	-0.315
84.172	-0.275	-0.315
84.175	-0.275	-0.310
84.178	-0.280	-0.315
84.181	-0.280	-0.320
84.183	-0.280	-0.310
84.186	-0.265	-0.300
84.189	-0.260	-0.300
84.192	-0.260	-0.315
84.194	-0.260	-0.315
84.197	-0.265	-0.320
84.200	-0.280	-0.320
84.203	-0.265	-0.320
84.206	-0.250	-0.290
84.208	-0.255	-0.290
84.211	-0.270	-0.315
84.214	-0.270	-0.310
84.217	-0.275	-0.320
84.219	-0.270	-0.295
84.222	-0.260	-0.290
84.225	-0.265	-0.295
84.228	-0.260	-0.310
84.231	-0.275	-0.310
84.233	-0.275	-0.315
84.236	-0.280	-0.320
84.239	-0.265	-0.310
84.242	-0.260	-0.305
84.244	-0.260	-0.315
84.247	-0.275	-0.330
84.250	-0.285	-0.310
84.253	-0.280	-0.310
84.256	-0.265	-0.305
84.258	-0.265	-0.315
84.261	-0.265	-0.325
84.264	-0.275	-0.330
84.267	-0.285	-0.325
84.269	-0.280	-0.310
84.272	-0.280	-0.310
84.275	-0.275	-0.315
84.278	-0.285	-0.330
84.281	-0.285	-0.345
84.283	-0.290	-0.330
84.286	-0.290	-0.335
84.289	-0.275	-0.325
84.292	-0.285	-0.315
84.294	-0.285	-0.325
84.297	-0.290	-0.335
84.300	-0.310	-0.335
84.303	-0.305	-0.345
84.306	-0.295	-0.340
84.308	-0.280	-0.345
84.311	-0.290	-0.345
84.314	-0.305	-0.350
84.317	-0.300	-0.350
84.319	-0.310	-0.350
84.322	-0.295	-0.330
84.325	-0.290	-0.335
84.328	-0.305	-0.335
84.331	-0.300	-0.355
84.333	-0.300	-0.355
84.336	-0.305	-0.335
84.339	-0.290	-0.330
84.342	-0.290	-0.325
84.344	-0.295	-0.340
84.347	-0.310	-0.345
84.350	-0.310	-0.340
84.353	-0.300	-0.335
84.356	-0.305	-0.325
84.358	-0.315	-0.335
84.361	-0.310	-0.340
84.364	-0.320	-0.340
84.367	-0.320	-0.345
84.369	-0.310	-0.340
84.372	-0.295	-0.335
84.375	-0.300	-0.330
84.378	-0.300	-0.330
84.381	-0.320	-0.345
84.383	-0.315	-0.360
84.386	-0.315	-0.350
84.389	-0.300	-0.335
84.392	-0.300	-0.340
84.394	-0.300	-0.335
84.397	-0.300	-0.335
84.400	-0.315	-0.345
84.403	-0.290	-0.335
84.406	-0.300	-0.325
84.408	-0.300	-0.335
84.411	-0.305	-0.340
84.414	-0.320	-0.355
84.417	-0.315	-0.345
84.419	-0.305	-0.335
84.422	-0.295	-0.330
84.425	-0.300	-0.325
84.428	-0.300	-0.335
84.431	-0.310	-0.355
84.433	-0.315	-0.350
84.436	-0.305	-0.340
84.439	-0.295	-0.320
84.442	-0.295	-0.330
84.444	-0.295	-0.330
84.447	-0.305	-0.340
84.450	-0.315	-0.335
84.453	-0.300	-0.340
84.456	-0.295	-0.320
84.458	-0.285	-0.330
84.461	-0.295	-0.340
84.464	-0.295	-0.340
84.467	-0.300	-0.350
84.469	-0.285	-0.325
84.472	-0.255	-0.325
84.475	-0.245	-0.335
84.478	-0.245	-0.345
84.481	-0.245	-0.350
84.483	-0.250	-0.340
84.486	-0.235	-0.325
84.489	-0.210	-0.305
84.492	-0.205	-0.290
84.494	-0.205	-0.295
84.497	-0.205	-0.305
84.500	-0.205	-0.295
84.503	-0.205	-0.285
84.506	-0.190	-0.290
84.508	-0.190	-0.285
84.511	-0.190	-0.280
84.514	-0.195	-0.280
84.517	-0.205	-0.270
84.519	-0.205	-0.250
84.522	-0.205	-0.255
84.525	-0.200	-0.275
84.528	-0.195	-0.275
84.531	-0.200	-0.280
84.533	-0.230	-0.270
84.536	-0.225	-0.275
84.539	-0.200	-0.260
84.542	-0.185	-0.285
84.544	-0.165	-0.290
84.547	-0.180	-0.295
84.550	-0.220	-0.300
84.553	-0.230	-0.290
84.556	-0.240	-0.295
84.558	-0.245	-0.290
84.561	-0.255	-0.300
84.564	-0.275	-0.305
84.567	-0.305	-0.305
84.569	-0.295	-0.305
84.572	-0.290	-0.295
84.575	-0.290	-0.315
84.578	-0.295	-0.310
84.581	-0.315	-0.330
84.583	-0.325	-0.325
84.586	-0.315	-0.330
84.589	-0.305	-0.305
84.592	-0.310	-0.320
84.594	-0.305	-0.320
84.597	-0.320	-0.345
84.600	-0.325	-0.340
84.603	-0.325	-0.325
84.606	-0.325	-0.325
84.608	-0.310	-0.325
84.611	-0.325	-0.320
84.614	-0.325	-0.345
84.617	-0.340	-0.335
84.619	-0.335	-0.320
84.622	-0.320	-0.320
84.625	-0.325	-0.315
84.628	-0.330	-0.330
84.631	-0.325	-0.335
84.633	-0.335	-0.335
84.636	-0.335	-0.340
84.639	-0.340	-0.360
84.642	-0.340	-0.400
84.644	-0.365	-0.430
84.647	-0.425	-0.465
84.650	-0.445	-0.490
84.653	-0.470	-0.480
84.656	-0.485	-0.425
84.658	-0.515	-0.310
84.661	-0.535	-0.170
84.664	-0.505	-0.050
84.667	-0.390	0.085
84.669	-0.235	0.195
84.672	-0.065	0.330
84.675	0.150	0.470
84.678	0.425	0.590
84.681	0.695	0.645
84.683	0.900	0.505
84.686	1.010	0.185
84.689	0.975	-0.155
84.692	0.735	-0.360
84.694	0.295	-0.375
84.697	-0.120	-0.360
84.700	-0.400	-0.360
84.703	-0.475	-0.350
84.706	-0.435	-0.325
84.708	-0.365	-0.350
84.711	-0.350	-0.360
84.714	-0.355	-0.370
84.717	-0.365	-0.370
84.719	-0.360	-0.365
84.722	-0.360	-0.350
84.725	-0.360	-0.360
84.728	-0.350	-0.355
84.731	-0.350	-0.365
84.733	-0.365	-0.370
84.736	-0.360	-0.365
84.739	-0.360	-0.355
84.742	-0.350	-0.370
84.744	-0.360	-0.365
84.747	-0.370	-0.385
84.750	-0.390	-0.380
84.753	-0.375	-0.370
84.756	-0.375	-0.355
84.758	-0.370	-0.360
84.761	-0.370	-0.365
84.764	-0.375	-0.380
84.767	-0.390	-0.380
84.769	-0.375	-0.375
84.772	-0.370	-0.355
84.775	-0.370	-0.365
84.778	-0.375	-0.365
84.781	-0.370	-0.380
84.783	-0.385	-0.370
84.786	-0.380	-0.370
84.789	-0.375	-0.360
84.792	-0.360	-0.370
84.794	-0.365	-0.370
84.797	-0.380	-0.370
84.800	-0.375	-0.375
84.803	-0.370	-0.360
84.806	-0.365	-0.345
84.808	-0.360	-0.365
84.811	-0.365	-0.365
84.814	-0.370	-0.365
84.817	-0.380	-0.370
84.819	-0.370	-0.345
84.822	-0.360	-0.345
84.825	-0.370	-0.350
84.828	-0.375	-0.360
84.831	-0.375	-0.360
84.833	-0.370	-0.375
84.836	-0.365	-0.365
84.839	-0.365	-0.340
84.842	-0.355	-0.360
84.844	-0.370	-0.360
84.847	-0.380	-0.365
84.850	-0.385	-0.370
84.853	-0.380	-0.365
84.856	-0.360	-0.370
84.858	-0.350	-0.370
84.861	-0.355	-0.375
84.864	-0.365	-0.390
84.867	-0.370	-0.395
84.869	-0.350	-0.380
84.872	-0.345	-0.370
84.875	-0.330	-0.380
84.878	-0.335	-0.400
84.881	-0.355	-0.400
84.883	-0.350	-0.400
84.886	-0.355	-0.395
84.889	-0.340	-0.385
84.892	-0.345	-0.400
84.894	-0.335	-0.420
84.897	-0.345	-0.425
84.900	-0.365	-0.435
84.903	-0.355	-0.435
84.906	-0.345	-0.420
84.908	-0.345	-0.440
84.911	-0.345	-0.450
84.914	-0.355	-0.470
84.917	-0.370	-0.470
84.919	-0.350	-0.470
84.922	-0.355	-0.470
84.925	-0.350	-0.490
84.928	-0.355	-0.490
84.931	-0.360	-0.490
84.933	-0.365	-0.490
84.936	-0.365	-0.500
84.939	-0.355	-0.495
84.942	-0.360	-0.500
84.944	-0.350	-0.505
84.947	-0.360	-0.520
84.950	-0.360	-0.500
84.953	-0.370	-0.490
84.956	-0.375	-0.480
84.958	-0.355	-0.465
84.961	-0.350	-0.475
84.964	-0.355	-0.470
84.967	-0.365	-0.465
84.969	-0.350	-0.445
84.972	-0.335	-0.435
84.975	-0.340	-0.405
84.978	-0.340	-0.400
84.981	-0.335	-0.405
84.983	-0.325	-0.390
84.986	-0.320	-0.365
84.989	-0.300	-0.365
84.992	-0.300	-0.360
84.994	-0.285	-0.360
84.997	-0.290	-0.355
85.000	-0.290	-0.345
85.003	-0.285	-0.325
85.006	-0.270	-0.305
85.008	-0.260	-0.300
85.011	-0.260	-0.310
85.014	-0.260	-0.315
85.017	-0.275	-0.310
85.019	-0.265	-0.305
85.022	-0.260	-0.295
85.025	-0.250	-0.295
85.028	-0.265	-0.295
85.031	-0.250	-0.305
85.033	-0.260	-0.310
85.036	-0.250	-0.295
85.039	-0.250	-0.295
85.042	-0.240	-0.310
85.044	-0.240	-0.305
85.047	-0.260	-0.320
85.050	-0.265	-0.315
85.053	-0.270	-0.300
85.056	-0.255	-0.285
85.058	-0.245	-0.300
85.061	-0.245	-0.310
85.064	-0.250	-0.310
85.067	-0.265	-0.315
85.069	-0.265	-0.305
85.072	-0.255	-0.290
85.075	-0.265	-0.295
85.078	-0.260	-0.320
85.081	-0.270	-0.325
85.083	-0.280	-0.320
85.086	-0.275	-0.305
85.089	-0.255	-0.310
85.092	-0.265	-0.305
85.094	-0.270	-0.315
85.097	-0.280	-0.330
85.100	-0.295	-0.330
85.103	-0.285	-0.330
85.106	-0.270	-0.310
85.108	-0.270	-0.315
85.111	-0.275	-0.330
85.114	-0.290	-0.330
85.117	-0.300	-0.340
85.119	-0.290	-0.335
85.122	-0.280	-0.330
85.125	-0.280	-0.335
85.128	-0.285	-0.330
85.131	-0.295	-0.345
85.133	-0.295	-0.340
85.136	-0.290	-0.320
85.139	-0.285	-0.320
85.142	-0.280	-0.335
85.144	-0.290	-0.340
85.147	-0.305	-0.345
85.150	-0.310	-0.350
85.153	-0.300	-0.340
85.156	-0.295	-0.320
85.158	-0.295	-0.330
85.161	-0.305	-0.345
85.164	-0.305	-0.345
85.167	-0.325	-0.365
85.169	-0.310	-0.345
85.172	-0.305	-0.330
85.175	-0.305	-0.335
85.178	-0.305	-0.335
85.181	-0.305	-0.355
85.183	-0.320	-0.340
85.186	-0.305	-0.325
85.189	-0.295	-0.310
85.192	-0.290	-0.330
85.194	-0.305	-0.335
85.197	-0.315	-0.350
85.200	-0.320	-0.345
85.203	-0.320	-0.345
85.206	-0.310	-0.340
85.208	-0.300	-0.345
85.211	-0.300	-0.345
85.214	-0.320	-0.340
85.217	-0.320	-0.340
85.219	-0.305	-0.325
85.222	-0.300	-0.335
85.225	-0.290	-0.325
85.228	-0.295	-0.345
85.231	-0.310	-0.340
85.233	-0.310	-0.345
85.236	-0.305	-0.325
85.239	-0.285	-0.325
85.242	-0.295	-0.340
85.244	-0.300	-0.335
85.247	-0.295	-0.345
85.250	-0.305	-0.345
85.253	-0.295	-0.340
85.256	-0.290	-0.320
85.258	-0.290	-0.320
85.261	-0.290	-0.330
85.264	-0.300	-0.335
85.267	-0.315	-0.340
85.269	-0.300	-0.335
85.272	-0.285	-0.320
85.275	-0.285	-0.325
85.278	-0.280	-0.335
85.281	-0.280	-0.345
85.283	-0.280	-0.340
85.286	-0.265	-0.330
85.289	-0.230	-0.325
85.292	-0.235	-0.320
85.294	-0.240	-0.320
85.297	-0.235	-0.325
85.300	-0.235	-0.315
85.303	-0.230	-0.305
85.306	-0.220	-0.290
85.308	-0.205	-0.285
85.311	-0.200	-0.300
85.314	-0.205	-0.285
85.317	-0.195	-0.290
85.319	-0.185	-0.285
85.322	-0.175	-0.270
85.325	-0.180	-0.275
